"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/11/2023","AQS","060290014","1","0.026","ppm","24","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/12/2023","AQS","060290014","1","0.031","ppm","29","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/13/2023","AQS","060290014","1","0.034","ppm","31","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/14/2023","AQS","060290014","1","0.019","ppm","18","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/15/2023","AQS","060290014","1","0.029","ppm","27","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/16/2023","AQS","060290014","1","0.031","ppm","29","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/17/2023","AQS","060290014","1","0.03","ppm","28","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/18/2023","AQS","060290014","1","0.04","ppm","37","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/19/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/20/2023","AQS","060290014","1","0.031","ppm","29","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/21/2023","AQS","060290014","1","0.038","ppm","35","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/22/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/23/2023","AQS","060290014","1","0.028","ppm","26","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/24/2023","AQS","060290014","1","0.037","ppm","34","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/25/2023","AQS","060290014","1","0.033","ppm","31","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/26/2023","AQS","060290014","1","0.037","ppm","34","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/27/2023","AQS","060290014","1","0.038","ppm","35","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/28/2023","AQS","060290014","1","0.042","ppm","39","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/29/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/30/2023","AQS","060290014","1","0.035","ppm","32","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/31/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/01/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/02/2023","AQS","060290014","1","0.035","ppm","32","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/03/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/04/2023","AQS","060290014","1","0.035","ppm","32","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/05/2023","AQS","060290014","1","0.037","ppm","34","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/06/2023","AQS","060290014","1","0.041","ppm","38","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/07/2023","AQS","060290014","1","0.039","ppm","36","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/08/2023","AQS","060290014","1","0.032","ppm","30","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/09/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/10/2023","AQS","060290014","1","0.048","ppm","44","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/11/2023","AQS","060290014","1","0.031","ppm","29","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/12/2023","AQS","060290014","1","0.041","ppm","38","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/13/2023","AQS","060290014","1","0.041","ppm","38","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/14/2023","AQS","060290014","1","0.047","ppm","44","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/15/2023","AQS","060290014","1","0.045","ppm","42","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/16/2023","AQS","060290014","1","0.042","ppm","39","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/17/2023","AQS","060290014","1","0.037","ppm","34","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/18/2023","AQS","060290014","1","0.038","ppm","35","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/19/2023","AQS","060290014","1","0.039","ppm","36","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/20/2023","AQS","060290014","1","0.042","ppm","39","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/21/2023","AQS","060290014","1","0.045","ppm","42","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/22/2023","AQS","060290014","1","0.04","ppm","37","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/23/2023","AQS","060290014","1","0.034","ppm","31","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/24/2023","AQS","060290014","1","0.04","ppm","37","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/25/2023","AQS","060290014","1","0.049","ppm","45","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/26/2023","AQS","060290014","1","0.051","ppm","47","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/27/2023","AQS","060290014","1","0.053","ppm","49","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/28/2023","AQS","060290014","1","0.055","ppm","51","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/29/2023","AQS","060290014","1","0.051","ppm","47","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/30/2023","AQS","060290014","1","0.043","ppm","40","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/01/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/02/2023","AQS","060290014","1","0.033","ppm","31","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/03/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/04/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/05/2023","AQS","060290014","1","0.034","ppm","31","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/06/2023","AQS","060290014","1","0.034","ppm","31","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/07/2023","AQS","060290014","1","0.035","ppm","32","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/08/2023","AQS","060290014","1","0.037","ppm","34","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/09/2023","AQS","060290014","1","0.037","ppm","34","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/10/2023","AQS","060290014","1","0.04","ppm","37","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/11/2023","AQS","060290014","1","0.041","ppm","38","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/12/2023","AQS","060290014","1","0.047","ppm","44","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/13/2023","AQS","060290014","1","0.056","ppm","54","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/14/2023","AQS","060290014","1","0.051","ppm","47","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/15/2023","AQS","060290014","1","0.05","ppm","46","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/16/2023","AQS","060290014","1","0.05","ppm","46","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/17/2023","AQS","060290014","1","0.053","ppm","49","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/18/2023","AQS","060290014","1","0.051","ppm","47","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/19/2023","AQS","060290014","1","0.047","ppm","44","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/20/2023","AQS","060290014","1","0.042","ppm","39","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/21/2023","AQS","060290014","1","0.046","ppm","43","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/22/2023","AQS","060290014","1","0.05","ppm","46","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/23/2023","AQS","060290014","1","0.039","ppm","36","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/24/2023","AQS","060290014","1","0.037","ppm","34","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/25/2023","AQS","060290014","1","0.039","ppm","36","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/26/2023","AQS","060290014","1","0.04","ppm","37","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/27/2023","AQS","060290014","1","0.043","ppm","40","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/28/2023","AQS","060290014","1","0.043","ppm","40","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/29/2023","AQS","060290014","1","0.031","ppm","29","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/30/2023","AQS","060290014","1","0.033","ppm","31","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/31/2023","AQS","060290014","1","0.039","ppm","36","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/01/2023","AQS","060290014","1","0.043","ppm","40","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/02/2023","AQS","060290014","1","0.05","ppm","46","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/03/2023","AQS","060290014","1","0.056","ppm","54","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/04/2023","AQS","060290014","1","0.057","ppm","58","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/05/2023","AQS","060290014","1","0.036","ppm","33","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/06/2023","AQS","060290014","1","0.04","ppm","37","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/07/2023","AQS","060290014","1","0.038","ppm","35","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/08/2023","AQS","060290014","1","0.045","ppm","42","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/09/2023","AQS","060290014","1","0.054","ppm","50","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/10/2023","AQS","060290014","1","0.048","ppm","44","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/11/2023","AQS","060290014","1","0.044","ppm","41","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/12/2023","AQS","060290014","1","0.042","ppm","39","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/13/2023","AQS","060290014","1","0.049","ppm","45","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/14/2023","AQS","060290014","1","0.045","ppm","42","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/15/2023","AQS","060290014","1","0.043","ppm","40","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/16/2023","AQS","060290014","1","0.052","ppm","48","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/17/2023","AQS","060290014","1","0.056","ppm","54","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/18/2023","AQS","060290014","1","0.035","ppm","32","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/19/2023","AQS","060290014","1","0.047","ppm","44","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/20/2023","AQS","060290014","1","0.041","ppm","38","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/21/2023","AQS","060290014","1","0.047","ppm","44","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/22/2023","AQS","060290014","1","0.041","ppm","38","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/23/2023","AQS","060290014","1","0.038","ppm","35","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/24/2023","AQS","060290014","1","0.046","ppm","43","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/25/2023","AQS","060290014","1","0.045","ppm","42","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/26/2023","AQS","060290014","1","0.046","ppm","43","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/27/2023","AQS","060290014","1","0.051","ppm","47","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/28/2023","AirNow","060290014","1","0.05","ppm","46","Bakersfield-California","18","75.0000","44201","Ozone","","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/29/2023","AQS","060290014","1","0.054","ppm","50","Bakersfield-California","14","82.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/30/2023","AQS","060290014","1","0.065","ppm","84","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/01/2023","AQS","060290014","1","0.064","ppm","80","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/02/2023","AQS","060290014","1","0.063","ppm","77","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/03/2023","AQS","060290014","1","0.061","ppm","71","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/04/2023","AQS","060290014","1","0.059","ppm","64","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/05/2023","AQS","060290014","1","0.055","ppm","51","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/06/2023","AQS","060290014","1","0.055","ppm","51","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/07/2023","AQS","060290014","1","0.052","ppm","48","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/08/2023","AQS","060290014","1","0.054","ppm","50","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/09/2023","AQS","060290014","1","0.049","ppm","45","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/10/2023","AQS","060290014","1","0.052","ppm","48","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/11/2023","AQS","060290014","1","0.064","ppm","80","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/12/2023","AQS","060290014","1","0.063","ppm","77","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/13/2023","AQS","060290014","1","0.056","ppm","54","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/14/2023","AQS","060290014","1","0.052","ppm","48","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/15/2023","AQS","060290014","1","0.064","ppm","80","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/16/2023","AQS","060290014","1","0.07","ppm","100","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/17/2023","AQS","060290014","1","0.059","ppm","64","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/18/2023","AQS","060290014","1","0.052","ppm","48","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/19/2023","AQS","060290014","1","0.057","ppm","58","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/20/2023","AQS","060290014","1","0.067","ppm","90","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/21/2023","AQS","060290014","1","0.067","ppm","90","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/22/2023","AQS","060290014","1","0.071","ppm","101","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/23/2023","AQS","060290014","1","0.067","ppm","90","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/24/2023","AQS","060290014","1","0.054","ppm","50","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/25/2023","AQS","060290014","1","0.053","ppm","49","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/26/2023","AQS","060290014","1","0.061","ppm","71","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/27/2023","AQS","060290014","1","0.055","ppm","51","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/28/2023","AQS","060290014","1","0.062","ppm","74","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/29/2023","AQS","060290014","1","0.056","ppm","54","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/30/2023","AQS","060290014","1","0.049","ppm","45","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/31/2023","AQS","060290014","1","0.054","ppm","50","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/01/2023","AQS","060290014","1","0.058","ppm","61","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/02/2023","AQS","060290014","1","0.055","ppm","51","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/03/2023","AQS","060290014","1","0.051","ppm","47","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/04/2023","AQS","060290014","1","0.05","ppm","46","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/05/2023","AQS","060290014","1","0.057","ppm","58","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/06/2023","AQS","060290014","1","0.05","ppm","46","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/07/2023","AQS","060290014","1","0.057","ppm","58","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/08/2023","AQS","060290014","1","0.053","ppm","49","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/09/2023","AQS","060290014","1","0.054","ppm","50","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/10/2023","AQS","060290014","1","0.041","ppm","38","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/11/2023","AQS","060290014","1","0.052","ppm","48","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/12/2023","AQS","060290014","1","0.053","ppm","49","Bakersfield-California","17","100.0000","44201","Ozone","087","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
